Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,120.16999816894531,120.01000213623047,120.02999877929688,120.1500015258789,1470100.0,107.73748779296875
2014-01-03,120.2699966430664,120.04000091552734,120.08000183105469,120.05999755859375,113700.0,107.65679931640625
2014-01-06,120.33999633789062,120.13999938964844,120.19999694824219,120.25,131300.0,107.8271255493164
2014-01-07,120.38999938964844,120.26000213623047,120.30000305175781,120.3499984741211,95500.0,107.9168472290039
2014-01-08,120.13999938964844,119.88999938964844,120.13999938964844,119.9000015258789,98500.0,107.51331329345703
2014-01-09,120.05999755859375,119.86000061035156,120.0,120.05000305175781,176200.0,107.64784240722656
2014-01-10,120.70999908447266,120.44000244140625,120.45999908447266,120.6500015258789,123100.0,108.18585968017578
2014-01-13,120.88999938964844,120.75,120.76000213623047,120.86000061035156,311800.0,108.3741226196289
2014-01-14,120.76000213623047,120.5199966430664,120.75,120.54000091552734,167100.0,108.087158203125
2014-01-15,120.45999908447266,120.30000305175781,120.31999969482422,120.43000030517578,91900.0,107.98856353759766
2014-01-16,120.6500015258789,120.55000305175781,120.5999984741211,120.58999633789062,118400.0,108.13203430175781
2014-01-17,120.72000122070312,120.55999755859375,120.63999938964844,120.72000122070312,94800.0,108.24862670898438
2014-01-21,120.68000030517578,120.56999969482422,120.56999969482422,120.56999969482422,146200.0,108.11408996582031
2014-01-22,120.45999908447266,120.30999755859375,120.41000366210938,120.37000274658203,158100.0,107.93473052978516
2014-01-23,120.9800033569336,120.62999725341797,120.62999725341797,120.83999633789062,174500.0,108.356201171875
2014-01-24,121.22000122070312,120.97000122070312,121.11000061035156,121.08000183105469,101100.0,108.57141876220703
2014-01-27,121.1500015258789,120.91999816894531,120.98999786376953,120.94000244140625,238600.0,108.44583892822266
2014-01-28,121.11000061035156,120.91999816894531,121.0199966430664,121.0999984741211,113800.0,108.5893325805664
2014-01-29,121.45999908447266,121.16000366210938,121.33999633789062,121.3499984741211,319800.0,108.81349182128906
2014-01-30,121.33999633789062,121.13999938964844,121.19999694824219,121.30000305175781,154000.0,108.7686996459961
2014-01-31,121.56999969482422,121.38999938964844,121.5,121.56999969482422,150800.0,109.01079559326172
2014-02-03,121.81999969482422,121.33999633789062,121.36000061035156,121.81999969482422,35655000.0,109.33209228515625
2014-02-04,121.69999694824219,121.56999969482422,121.58999633789062,121.68000030517578,1590100.0,109.20645904541016
2014-02-05,121.6500015258789,121.47000122070312,121.58999633789062,121.4800033569336,563400.0,109.02694702148438
2014-02-06,121.37999725341797,121.29000091552734,121.3499984741211,121.36000061035156,713800.0,108.91923522949219
2014-02-07,121.69000244140625,121.45999908447266,121.51000213623047,121.61000061035156,346500.0,109.14361572265625
2014-02-10,121.66999816894531,121.54000091552734,121.58000183105469,121.58000183105469,348100.0,109.11669158935547
2014-02-11,121.38999938964844,121.27999877929688,121.33999633789062,121.30000305175781,273800.0,108.86540222167969
2014-02-12,121.19000244140625,121.05999755859375,121.19000244140625,121.12999725341797,352100.0,108.71281433105469
2014-02-13,121.48999786376953,121.37999725341797,121.37999725341797,121.44000244140625,380500.0,108.99105834960938
2014-02-14,121.45999908447266,121.31999969482422,121.45999908447266,121.41000366210938,278500.0,108.96410369873047
2014-02-18,121.66000366210938,121.48999786376953,121.52999877929688,121.62000274658203,569500.0,109.1525650024414
2014-02-19,121.7699966430664,121.43000030517578,121.7699966430664,121.4800033569336,283800.0,109.02694702148438
2014-02-20,121.41000366210938,121.20999908447266,121.30999755859375,121.33999633789062,280000.0,108.90128326416016
