Date,High,Low,Open,Close,Volume,Adj Close
2011-01-03,94.30999755859375,92.94999694824219,93.19999694824219,93.41000366210938,13799400.0,71.22722625732422
2011-01-04,93.7699966430664,92.91000366210938,93.41000366210938,93.5199966430664,10466900.0,71.31110382080078
2011-01-05,92.69000244140625,91.19000244140625,92.48999786376953,91.45999908447266,17568000.0,69.74031829833984
2011-01-06,92.12000274658203,91.16000366210938,91.54000091552734,91.86000061035156,9317500.0,70.04529571533203
2011-01-07,92.62999725341797,91.02999877929688,91.51000213623047,92.3499984741211,12694600.0,70.41891479492188
2011-01-10,92.98999786376953,92.18000030517578,92.58000183105469,92.8499984741211,8295200.0,70.80016326904297
2011-01-11,92.5999984741211,91.69000244140625,92.48999786376953,92.33000183105469,9495400.0,70.4037094116211
2011-01-12,92.16999816894531,91.44999694824219,91.73999786376953,91.61000061035156,9522900.0,69.85464477539062
2011-01-13,92.7699966430664,91.44999694824219,91.62000274658203,92.43000030517578,14502400.0,70.47996520996094
2011-01-14,92.9000015258789,91.76000213623047,92.77999877929688,91.83999633789062,8960700.0,70.03005981445312
2011-01-18,91.70999908447266,90.7300033569336,91.29000091552734,91.41000366210938,10663600.0,69.7021713256836
2011-01-19,92.06999969482422,91.36000061035156,91.41000366210938,92.06999969482422,8886900.0,70.20542907714844
2011-01-20,91.61000061035156,90.38999938964844,91.5,90.80000305175781,14203400.0,69.23707580566406
2011-01-21,91.5199966430664,90.51000213623047,90.69000244140625,91.5199966430664,9085600.0,69.78600311279297
2011-01-24,91.9000015258789,91.37999725341797,91.87000274658203,91.55999755859375,7700200.0,69.81653594970703
2011-01-25,92.9000015258789,91.31999969482422,91.94000244140625,92.43000030517578,13438100.0,70.47996520996094
2011-01-26,92.26000213623047,90.88999938964844,92.22000122070312,91.02999877929688,13322900.0,69.41240692138672
2011-01-27,91.6500015258789,90.66999816894531,91.06999969482422,91.44000244140625,10868700.0,69.72509765625
2011-01-28,92.27999877929688,90.7699966430664,90.80999755859375,91.91999816894531,11993200.0,70.09105682373047
