
S&P 500 INDEX,Last: 4604.3701,Change:  18.7801
Date: 9 декабря 2023 г. в 13:49 GMT-5,Bid: 4579.7998,Ask: 4623.75,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Dec 13 2023,SPXW231213C04470000,89.32,0,132.6,138.3,0,0.1387,0.9657,0.001,1500,4470.00,SPXW231213P04470000,1.06,-2.29,0.95,1.05,301,0.1412,-0.034,0.001,1716
Wed Dec 13 2023,SPXW231213C04475000,127.18,11.98,127.6,133.4,53,0.1343,0.9624,0.0011,1036,4475.00,SPXW231213P04475000,1.14,-2.56,1.05,1.2,587,0.1386,-0.0372,0.0011,812
Wed Dec 13 2023,SPXW231213C04480000,125.2,14.55,122.8,128.4,12,0.1347,0.9587,0.0012,15,4480.00,SPXW231213P04480000,1.3,-2.8,1.2,1.3,181,0.137,-0.041,0.0012,475
Wed Dec 13 2023,SPXW231213C04485000,109.5,0,118,123.7,0,0.1324,0.9544,0.0013,4,4485.00,SPXW231213P04485000,1.46,-3.04,1.3,1.45,267,0.135,-0.0453,0.0013,454
Wed Dec 13 2023,SPXW231213C04490000,118.56,17.11,113,118.8,1,0.1298,0.9494,0.0014,182,4490.00,SPXW231213P04490000,1.61,-3.39,1.5,1.6,2323,0.1333,-0.0502,0.0014,418
Wed Dec 13 2023,SPXW231213C04495000,89.05,0,108.3,114,0,0.1288,0.9438,0.0016,26,4495.00,SPXW231213P04495000,1.8,-3.75,1.65,1.8,560,0.1321,-0.0559,0.0016,367
Wed Dec 13 2023,SPXW231213C04500000,106.5,15,103.5,109.2,13,0.129,0.9374,0.0018,91,4500.00,SPXW231213P04500000,2,-4.3,1.85,2,1718,0.1304,-0.0623,0.0018,4761
Wed Dec 13 2023,SPXW231213C04505000,100.63,12.28,100.8,102.6,4,0.1319,0.93,0.0019,10,4505.00,SPXW231213P04505000,2.24,-4.56,2.1,2.25,118,0.1288,-0.0696,0.0019,234
Wed Dec 13 2023,SPXW231213C04510000,100.24,16.09,94.1,99.7,4,0.1255,0.9217,0.0021,64,4510.00,SPXW231213P04510000,2.6,-5.13,2.4,2.55,286,0.1275,-0.0779,0.0021,297
Wed Dec 13 2023,SPXW231213C04515000,78.53,0,89.5,95.1,0,0.1254,0.9123,0.0023,68,4515.00,SPXW231213P04515000,2.9,-5.4,2.75,2.9,306,0.1263,-0.0873,0.0023,319
Wed Dec 13 2023,SPXW231213C04520000,83.7,7.95,86.6,88.2,6,0.1257,0.9017,0.0026,50,4520.00,SPXW231213P04520000,3.29,-5.91,3.1,3.3,812,0.1255,-0.0979,0.0026,453
Wed Dec 13 2023,SPXW231213C04525000,82.78,11.23,82.1,83.8,10,0.1253,0.8899,0.0028,837,4525.00,SPXW231213P04525000,3.47,-6.73,3.5,3.8,393,0.1242,-0.1098,0.0028,1439
Wed Dec 13 2023,SPXW231213C04530000,76.92,9.12,76,81.1,4,0.1225,0.8766,0.0031,91,4530.00,SPXW231213P04530000,4.3,-6.95,4,4.3,522,0.1233,-0.123,0.0031,538
Wed Dec 13 2023,SPXW231213C04535000,58.66,-4.29,71.7,76.9,1,0.1215,0.862,0.0033,117,4535.00,SPXW231213P04535000,4.92,-7.48,4.6,4.9,487,0.1223,-0.1377,0.0033,867
Wed Dec 13 2023,SPXW231213C04540000,64.1,4.85,69.2,71,25,0.1224,0.8458,0.0036,298,4540.00,SPXW231213P04540000,5.71,-7.99,5.3,5.5,363,0.1216,-0.1538,0.0036,651
Wed Dec 13 2023,SPXW231213C04545000,52.89,-3.51,63.3,68,9,0.1199,0.8281,0.0039,162,4545.00,SPXW231213P04545000,6.4,-8.6,6.1,6.3,433,0.1211,-0.1715,0.0039,299
Wed Dec 13 2023,SPXW231213C04550000,65.7,12.95,61.1,61.8,189,0.1209,0.8089,0.0042,2962,4550.00,SPXW231213P04550000,7.24,-9.78,6.9,7.2,889,0.1206,-0.1907,0.0042,4621
Wed Dec 13 2023,SPXW231213C04555000,58.83,9.58,55.2,59.9,14,0.1191,0.7882,0.0045,461,4555.00,SPXW231213P04555000,8.18,-9.87,7.9,8.1,551,0.1201,-0.2115,0.0045,210
Wed Dec 13 2023,SPXW231213C04560000,57.35,11.3,52.9,54.2,210,0.1198,0.7659,0.0048,475,4560.00,SPXW231213P04560000,9.42,-10.43,8.9,9.2,389,0.1193,-0.2338,0.0048,714
Wed Dec 13 2023,SPXW231213C04565000,51.77,8.97,49.2,50.5,168,0.1189,0.7421,0.005,568,4565.00,SPXW231213P04565000,10.5,-11.1,10.1,10.4,591,0.1187,-0.2575,0.005,318
Wed Dec 13 2023,SPXW231213C04570000,48.07,8.27,45.6,46.7,311,0.1185,0.717,0.0053,1124,4570.00,SPXW231213P04570000,11.97,-11.58,11.4,11.7,837,0.1181,-0.2827,0.0053,721
Wed Dec 13 2023,SPXW231213C04575000,46.26,9.46,41.9,43.2,421,0.118,0.6904,0.0056,1956,4575.00,SPXW231213P04575000,13.45,-12.2,12.9,13.1,983,0.1178,-0.3092,0.0056,418
Wed Dec 13 2023,SPXW231213C04580000,39.92,5.87,39,39.3,456,0.1164,0.6627,0.0058,768,4580.00,SPXW231213P04580000,15,-12.85,14.5,14.7,936,0.1174,-0.337,0.0058,635
Wed Dec 13 2023,SPXW231213C04585000,36.67,5.27,35.7,36.1,706,0.1161,0.6338,0.006,644,4585.00,SPXW231213P04585000,16.97,-13.13,16.2,16.5,774,0.1167,-0.3658,0.006,638
Wed Dec 13 2023,SPXW231213C04590000,33.52,4.67,32.6,33,1086,0.1157,0.6039,0.0061,627,4590.00,SPXW231213P04590000,18.7,-13.95,18.1,18.4,800,0.1166,-0.3957,0.0061,278
Wed Dec 13 2023,SPXW231213C04595000,30.52,4.12,29.7,30,781,0.1153,0.5732,0.0063,272,4595.00,SPXW231213P04595000,20.75,-14.5,20.2,20.4,669,0.1162,-0.4264,0.0063,222
Wed Dec 13 2023,SPXW231213C04600000,26.84,2.69,26.9,27.2,1405,0.1149,0.5418,0.0064,3664,4600.00,SPXW231213P04600000,22.85,-15.1,22.4,22.6,997,0.1156,-0.4579,0.0064,2211
Wed Dec 13 2023,SPXW231213C04605000,24.37,2.37,24.3,24.6,976,0.1144,0.5099,0.0064,300,4605.00,SPXW231213P04605000,25.2,-15.55,24.7,25,1026,0.1154,-0.4897,0.0064,206
Wed Dec 13 2023,SPXW231213C04610000,21.82,1.77,21.8,22.1,849,0.1142,0.4778,0.0064,745,4610.00,SPXW231213P04610000,27.99,-15.76,27.3,27.6,506,0.1151,-0.5219,0.0064,84
Wed Dec 13 2023,SPXW231213C04615000,19.46,2.1,19.5,19.8,660,0.1141,0.4456,0.0064,422,4615.00,SPXW231213P04615000,29.5,-17.35,30,30.3,349,0.1148,-0.554,0.0064,247
Wed Dec 13 2023,SPXW231213C04620000,17.47,1.07,17.4,17.7,830,0.1137,0.4137,0.0063,633,4620.00,SPXW231213P04620000,32.15,-18,32.8,33.1,268,0.1144,-0.5859,0.0063,65
Wed Dec 13 2023,SPXW231213C04625000,15.4,0.9,15.5,15.7,751,0.1135,0.3823,0.0062,2496,4625.00,SPXW231213P04625000,36.6,-16.75,35.9,36.2,360,0.1143,-0.6174,0.0062,38
Wed Dec 13 2023,SPXW231213C04630000,13.72,0.52,13.7,13.9,914,0.1133,0.3516,0.0061,423,4630.00,SPXW231213P04630000,40,-16.75,39.1,39.4,76,0.1141,-0.6481,0.0061,10
Wed Dec 13 2023,SPXW231213C04635000,12.03,0.23,12,12.3,867,0.113,0.3218,0.0059,236,4635.00,SPXW231213P04635000,43.2,-17.1,42.4,42.7,16,0.1139,-0.6779,0.0059,3
Wed Dec 13 2023,SPXW231213C04640000,10.7,0.1,10.5,10.8,871,0.1128,0.293,0.0056,1357,4640.00,SPXW231213P04640000,45.02,-19.03,45.6,46.8,25,0.1143,-0.7066,0.0056,21
Wed Dec 13 2023,SPXW231213C04645000,9.2,-0.2,9.1,9.4,401,0.1126,0.2656,0.0054,254,4645.00,SPXW231213P04645000,47.62,-20.23,47.7,51.9,1,0.1136,-0.7341,0.0054,4
Wed Dec 13 2023,SPXW231213C04650000,7.88,-0.42,7.9,8.2,1173,0.1125,0.2394,0.0051,1091,4650.00,SPXW231213P04650000,55.33,-16.57,53,54.3,3,0.1142,-0.7603,0.0051,17
Wed Dec 13 2023,SPXW231213C04655000,7.4,0.05,6.8,7.1,389,0.1125,0.2146,0.0048,222,4655.00,SPXW231213P04655000,53.95,-21.85,55.2,59.7,2,0.1137,-0.785,0.0048,0
Wed Dec 13 2023,SPXW231213C04660000,6.23,-0.27,5.9,6.1,824,0.1124,0.1914,0.0045,297,4660.00,SPXW231213P04660000,62.87,-17.08,59.2,64,2,0.1137,-0.8083,0.0045,5
Wed Dec 13 2023,SPXW231213C04665000,5.09,-0.61,5,5.2,277,0.1122,0.1697,0.0042,328,4665.00,SPXW231213P04665000,0,0,65,66.8,0,0.114,-0.83,0.0042,0
Wed Dec 13 2023,SPXW231213C04670000,4.4,-0.6,4.3,4.5,678,0.112,0.1495,0.0038,928,4670.00,SPXW231213P04670000,70.57,-17.73,67.5,72.5,2,0.1136,-0.8502,0.0038,9
Wed Dec 13 2023,SPXW231213C04675000,4.1,-0.2,3.6,3.8,300,0.1118,0.131,0.0035,3705,4675.00,SPXW231213P04675000,74.61,-18.14,73.7,74.8,46,0.114,-0.8687,0.0035,0
Wed Dec 13 2023,SPXW231213C04680000,3.1,-0.5,3,3.2,482,0.1118,0.114,0.0032,1113,4680.00,SPXW231213P04680000,113,0,76.2,81.4,0,0.1147,-0.8856,0.0032,4
Wed Dec 13 2023,SPXW231213C04685000,3.21,-0.09,2.55,2.65,353,0.1119,0.0987,0.0029,214,4685.00,SPXW231213P04685000,94.68,-8.17,82.3,84.4,7,0.1136,-0.901,0.0029,6
Wed Dec 13 2023,SPXW231213C04690000,2.2,-0.65,2.1,2.25,411,0.1118,0.0849,0.0026,739,4690.00,SPXW231213P04690000,90.32,-15.83,85,90.6,2,0.1144,-0.9148,0.0026,9
Wed Dec 13 2023,SPXW231213C04695000,1.78,-0.67,1.75,1.85,311,0.1116,0.0726,0.0023,320,4695.00,SPXW231213P04695000,94.87,-15.73,89.5,95.1,1,0.1145,-0.927,0.0023,1
Wed Dec 13 2023,SPXW231213C04700000,1.5,-0.6,1.45,1.55,1304,0.1116,0.0618,0.002,1438,4700.00,SPXW231213P04700000,127.42,0,96.3,98.1,0,0.1145,-0.9378,0.002,2
Wed Dec 13 2023,SPXW231213C04705000,1.3,-0.5,1.2,1.3,326,0.1116,0.0524,0.0018,298,4705.00,SPXW231213P04705000,132.17,0,98.9,104.7,0,0.1162,-0.9473,0.0018,1
Wed Dec 13 2023,SPXW231213C04710000,1,-0.55,0.95,1.05,219,0.1118,0.0443,0.0016,290,4710.00,SPXW231213P04710000,135.22,0,103.7,109.5,0,0.1166,-0.9554,0.0016,0
Wed Dec 13 2023,SPXW231213C04715000,0.9,0.9,0.8,0.85,315,0.1117,0.0373,0.0014,0,4715.00,SPXW231213P04715000,0,0,108.4,114.3,0,0.1172,-0.9624,0.0014,0
Wed Dec 13 2023,SPXW231213C04720000,0.7,-0.45,0.6,0.7,109,0.1114,0.0314,0.0012,239,4720.00,SPXW231213P04720000,129.8,-4.7,113.3,119.1,1,0.1184,-0.9682,0.0012,0
Wed Dec 13 2023,SPXW231213C04725000,0.52,-0.48,0.5,0.6,589,0.1125,0.0265,0.001,3118,4725.00,SPXW231213P04725000,0,0,118.1,123.9,0,0.1191,-0.9732,0.001,0
Wed Dec 13 2023,SPXW231213C04730000,0.5,-0.455,0.4,0.5,349,0.1131,0.0224,0.0009,608,4730.00,SPXW231213P04730000,154.62,0,123.2,128.8,0,0.1206,-0.9773,0.0009,0
Wed Dec 13 2023,SPXW231213C04740000,0.3,-0.35,0.3,0.35,157,0.1145,0.0163,0.0007,731,4740.00,SPXW231213P04740000,0,0,132.9,138.6,0,0.1208,-0.9834,0.0007,0
Wed Dec 13 2023,SPXW231213C04750000,0.25,-0.265,0.2,0.3,1228,0.1163,0.0123,0.0005,620,4750.00,SPXW231213P04750000,156.76,0,142.8,148.7,0,0.1266,-0.9874,0.0005,3
Wed Dec 13 2023,SPXW231213C04760000,0.2,0.2,0.15,0.25,202,0.1197,0.0097,0.0004,0,4760.00,SPXW231213P04760000,0,0,152.7,158.7,0,0.1321,-0.99,0.0004,0
Wed Dec 13 2023,SPXW231213C04775000,0.17,-0.155,0.1,0.2,503,0.1253,0.0073,0.0003,924,4775.00,SPXW231213P04775000,169.31,-19.44,167.9,173.5,5,0.1383,-0.9924,0.0003,1
Wed Dec 13 2023,SPXW231213C04800000,0.1,-0.125,0.1,0.15,53,0.1351,0.0052,0.0002,1426,4800.00,SPXW231213P04800000,230.04,0,192.6,198.4,0,0.1594,-0.9945,0.0002,3
Wed Dec 13 2023,SPXW231213C04825000,0.12,-0.08,0.05,0.15,195,0.1502,0.004,0.0001,389,4825.00,SPXW231213P04825000,225.24,0,217.6,223.4,0,0.1748,-0.9957,0.0001,2
Wed Dec 13 2023,SPXW231213C04850000,0.1,-0.075,0.05,0.1,2,0.1605,0.0032,0.0001,4,4850.00,SPXW231213P04850000,0,0,242.5,248.4,0,0.1895,-0.9965,0.0001,0
Wed Dec 13 2023,SPXW231213C04875000,0.1,-0.05,0.05,0.1,128,0.1684,0.0026,0.0001,0,4875.00,SPXW231213P04875000,0,0,267.5,273.5,0,0.2072,-0.997,0.0001,0
Wed Dec 13 2023,SPXW231213C04900000,0.05,0,0,0.1,0,0.1821,0.0022,0.0001,160,4900.00,SPXW231213P04900000,0,0,292.7,298.5,0,0.221,-0.9974,0.0001,0
Wed Dec 13 2023,SPXW231213C04925000,0.07,0.07,0,0.1,1,0.1957,0.0019,0.0001,0,4925.00,SPXW231213P04925000,0,0,317.7,323.5,0,0.2342,-0.9977,0.0001,0
Wed Dec 13 2023,SPXW231213C05000000,0.05,-0.025,0,0.1,1,0.2356,0.0013,0,549,5000.00,SPXW231213P05000000,393.68,-19.62,392.4,398.4,1,0.286,-0.9983,0,0
Wed Dec 13 2023,SPXW231213C05100000,0.05,0,0,0.05,1,0.287,0.0009,0,62,5100.00,SPXW231213P05100000,0,0,492.4,498.2,0,0.3488,-0.9987,0,0
Wed Dec 13 2023,SPXW231213C05200000,0.05,0,0,0.05,0,0.3366,0.0007,0,133,5200.00,SPXW231213P05200000,0,0,592.5,598.3,0,0.4042,-0.999,0,0
Wed Dec 13 2023,SPXW231213C05400000,0,0,0,0.05,0,0.4098,0.0005,0,0,5400.00,SPXW231213P05400000,883,0,792.4,798.2,0,0.5216,-0.9992,0,1
Wed Dec 13 2023,SPXW231213C05600000,0,0,0,0.05,0,0.4957,0.0003,0,0,5600.00,SPXW231213P05600000,0,0,992.1,997.9,0,0.641,-0.9994,0,0
Wed Dec 13 2023,SPXW231213C05800000,0,0,0,0.05,0,0.5775,0.0002,0,0,5800.00,SPXW231213P05800000,0,0,1191.9,1197.8,0,0.7424,-0.9994,0,0
Thu Dec 14 2023,SPXW231214C01200000,3079.7,0,3400.5,3406.9,0,3.8734,0.9999,0,14,1200.00,SPXW231214P01200000,0.03,0,0,0.05,0,2.8924,0,0,14
Thu Dec 14 2023,SPXW231214C01400000,0,0,3200.6,3207,0,3.3809,0.9999,0,0,1400.00,SPXW231214P01400000,0,0,0,0.05,0,2.5675,0,0,0
Thu Dec 14 2023,SPXW231214C01600000,0,0,3000.8,3007.1,0,3.005,0.9999,0,0,1600.00,SPXW231214P01600000,0,0,0,0.05,0,2.2866,0,0,0
Thu Dec 14 2023,SPXW231214C01800000,0,0,2800.9,2807.2,0,2.6748,0.9999,0,0,1800.00,SPXW231214P01800000,0.15,0,0,0.05,0,2.0391,0,0,3
Thu Dec 14 2023,SPXW231214C02000000,0,0,2601.1,2607.3,0,2.3499,0.9999,0,0,2000.00,SPXW231214P02000000,0.07,0,0,0.05,0,1.8178,0,0,5
Thu Dec 14 2023,SPXW231214C02200000,0,0,2401.2,2407.4,0,2.0862,0.9999,0,0,2200.00,SPXW231214P02200000,0.05,0,0,0.05,0,1.6175,-0.0001,0,3
Thu Dec 14 2023,SPXW231214C02400000,2095.05,0,2201.3,2207.5,0,1.8315,0.9999,0,1,2400.00,SPXW231214P02400000,0.1,0,0,0.05,0,1.4344,-0.0001,0,1
Thu Dec 14 2023,SPXW231214C02600000,0,0,2001.5,2007.6,0,1.6377,0.9998,0,0,2600.00,SPXW231214P02600000,0.05,0,0,0.05,0,1.2655,-0.0001,0,117
Thu Dec 14 2023,SPXW231214C02800000,0,0,1801.7,1807.7,0,1.3946,0.9998,0,0,2800.00,SPXW231214P02800000,0.05,0,0,0.05,0,1.1088,-0.0001,0,72
Thu Dec 14 2023,SPXW231214C03000000,1377.53,0,1601.8,1607.8,0,1.1924,0.9997,0,9,3000.00,SPXW231214P03000000,0.05,0,0,0.05,0,0.9623,-0.0002,0,435
Thu Dec 14 2023,SPXW231214C03200000,0,0,1401.9,1407.9,0,1.0298,0.9996,0,0,3200.00,SPXW231214P03200000,0.05,0,0,0.05,0,0.8246,-0.0003,0,297
Thu Dec 14 2023,SPXW231214C03300000,0,0,1302,1308,0,0.9396,0.9996,0,0,3300.00,SPXW231214P03300000,0.05,0,0,0.05,0,0.7587,-0.0004,0,189
Thu Dec 14 2023,SPXW231214C03350000,0,0,1252,1258,0,0.8892,0.9995,0,0,3350.00,SPXW231214P03350000,0.12,0,0,0.05,0,0.7264,-0.0004,0,118
Thu Dec 14 2023,SPXW231214C03400000,0,0,1202.1,1208,0,0.864,0.9994,0,0,3400.00,SPXW231214P03400000,0.05,0,0,0.05,1,0.7292,-0.0005,0,450
Thu Dec 14 2023,SPXW231214C03450000,0,0,1152.1,1158.1,0,0.8027,0.9994,0,0,3450.00,SPXW231214P03450000,0.1,0,0,0.1,0,0.6964,-0.0006,0,489
Thu Dec 14 2023,SPXW231214C03500000,878.13,0,1102.1,1108.1,0,0.7791,0.9993,0,5,3500.00,SPXW231214P03500000,0.05,-0.025,0,0.1,276,0.6639,-0.0006,0,1308
Thu Dec 14 2023,SPXW231214C03550000,0,0,1052.2,1058.1,0,0.7316,0.9992,0,0,3550.00,SPXW231214P03550000,0.05,-0.025,0,0.1,52,0.6318,-0.0007,0,151
Thu Dec 14 2023,SPXW231214C03600000,0,0,1002.2,1008,0,0.6965,0.9991,0,0,3600.00,SPXW231214P03600000,0.1,0,0,0.1,0,0.6001,-0.0008,0,522
Thu Dec 14 2023,SPXW231214C03650000,0,0,952.3,958.2,0,0.672,0.999,0,0,3650.00,SPXW231214P03650000,0.1,0,0,0.1,0,0.5687,-0.0009,0,404
Thu Dec 14 2023,SPXW231214C03700000,0,0,902.4,908.3,0,0.6272,0.9989,0,0,3700.00,SPXW231214P03700000,0.1,0,0.05,0.1,0,0.555,-0.0011,0,1100
Thu Dec 14 2023,SPXW231214C03750000,0,0,852.4,858.3,0,0.5825,0.9987,0,0,3750.00,SPXW231214P03750000,0.1,-0.025,0.05,0.15,229,0.5234,-0.0012,0,340
Thu Dec 14 2023,SPXW231214C03800000,0,0,802.4,808.3,0,0.5588,0.9985,0,0,3800.00,SPXW231214P03800000,0.1,-0.05,0.05,0.15,259,0.504,-0.0014,0,1787
Thu Dec 14 2023,SPXW231214C03850000,0,0,752.5,758.4,0,0.5159,0.9983,0,0,3850.00,SPXW231214P03850000,0.15,-0.025,0.05,0.15,4,0.4724,-0.0016,0,92
Thu Dec 14 2023,SPXW231214C03900000,0,0,702.5,708.5,0,0.4828,0.9981,0,0,3900.00,SPXW231214P03900000,0.15,-0.025,0.1,0.2,175,0.4498,-0.0019,0,291
Thu Dec 14 2023,SPXW231214C03925000,0,0,677.6,683.5,0,0.4706,0.9979,0,0,3925.00,SPXW231214P03925000,0,0,0.1,0.2,0,0.4412,-0.002,0,0
Thu Dec 14 2023,SPXW231214C03950000,0,0,652.6,658.5,0,0.465,0.9977,0,0,3950.00,SPXW231214P03950000,0.15,-0.075,0.1,0.2,3,0.4252,-0.0022,0,186
Thu Dec 14 2023,SPXW231214C03975000,0,0,627.6,633.4,0,0.4447,0.9976,0,0,3975.00,SPXW231214P03975000,0,0,0.15,0.2,0,0.4092,-0.0024,0,0
Thu Dec 14 2023,SPXW231214C04000000,589.16,1.86,602.7,608.7,2,0.4311,0.9973,0,515,4000.00,SPXW231214P04000000,0.19,-0.06,0.15,0.25,1430,0.3991,-0.0026,0,3535
Thu Dec 14 2023,SPXW231214C04025000,0,0,577.7,583.6,0,0.4045,0.9971,0,0,4025.00,SPXW231214P04025000,0.17,-0.105,0.15,0.25,2,0.3881,-0.0028,0,84
Thu Dec 14 2023,SPXW231214C04050000,468.1,0,552.7,558.6,0,0.3974,0.9968,0,1,4050.00,SPXW231214P04050000,0.2,-0.075,0.15,0.25,3,0.3719,-0.0031,0,231
Thu Dec 14 2023,SPXW231214C04075000,327.25,0,527.7,533.5,0,0.3833,0.9965,0,0,4075.00,SPXW231214P04075000,0.25,0,0.2,0.3,0,0.364,-0.0034,0,331
Thu Dec 14 2023,SPXW231214C04090000,0,0,512.8,518.7,0,0.366,0.9963,0,0,4090.00,SPXW231214P04090000,0.33,0,0.2,0.25,0,0.3541,-0.0036,0,104
Thu Dec 14 2023,SPXW231214C04100000,452.65,0,502.7,508.7,0,0.3582,0.9962,0.0001,1,4100.00,SPXW231214P04100000,0.25,-0.075,0.2,0.3,161,0.3476,-0.0037,0,2034
Thu Dec 14 2023,SPXW231214C04110000,471.05,0,492.9,498.7,0,0.3504,0.996,0.0001,4,4110.00,SPXW231214P04110000,0.35,0,0.2,0.3,0,0.341,-0.0039,0.0001,185
Thu Dec 14 2023,SPXW231214C04120000,0,0,482.9,488.7,0,0.3534,0.9959,0.0001,0,4120.00,SPXW231214P04120000,0.25,-0.125,0.2,0.3,100,0.3345,-0.004,0.0001,76
Thu Dec 14 2023,SPXW231214C04125000,448.42,0,477.9,483.7,0,0.3495,0.9958,0.0001,4,4125.00,SPXW231214P04125000,0.25,-0.125,0.2,0.3,2074,0.3312,-0.0041,0.0001,68
Thu Dec 14 2023,SPXW231214C04130000,0,0,472.9,478.7,0,0.3504,0.9957,0.0001,0,4130.00,SPXW231214P04130000,0.3,-0.075,0.2,0.3,421,0.328,-0.0042,0.0001,164
Thu Dec 14 2023,SPXW231214C04140000,429.59,0,462.8,468.8,0,0.338,0.9955,0.0001,2,4140.00,SPXW231214P04140000,0.3,-0.075,0.2,0.3,33,0.3214,-0.0044,0.0001,14
Thu Dec 14 2023,SPXW231214C04150000,260.11,0,452.9,458.6,0,0.335,0.9954,0.0001,1,4150.00,SPXW231214P04150000,0.27,-0.13,0.25,0.3,246,0.3181,-0.0046,0.0001,205
Thu Dec 14 2023,SPXW231214C04160000,206.3,0,442.8,448.8,0,0.3273,0.9952,0.0001,1,4160.00,SPXW231214P04160000,0.4,0,0.25,0.35,0,0.3145,-0.0048,0.0001,47
Thu Dec 14 2023,SPXW231214C04170000,0,0,432.9,438.8,0,0.3239,0.9949,0.0001,0,4170.00,SPXW231214P04170000,0.45,0,0.25,0.35,0,0.3079,-0.005,0.0001,20
Thu Dec 14 2023,SPXW231214C04175000,0,0,427.9,433.8,0,0.3111,0.9948,0.0001,0,4175.00,SPXW231214P04175000,0.65,0,0.25,0.35,0,0.3046,-0.0051,0.0001,30
Thu Dec 14 2023,SPXW231214C04180000,396.14,0,422.9,428.8,0,0.3073,0.9947,0.0001,5,4180.00,SPXW231214P04180000,0.35,-0.075,0.25,0.35,71,0.3013,-0.0052,0.0001,195
Thu Dec 14 2023,SPXW231214C04190000,0,0,413,418.8,0,0.3044,0.9945,0.0001,0,4190.00,SPXW231214P04190000,0.4,0,0.25,0.35,0,0.2947,-0.0055,0.0001,75
Thu Dec 14 2023,SPXW231214C04200000,377.96,0,402.9,408.8,0,0.301,0.9942,0.0001,6,4200.00,SPXW231214P04200000,0.3,-0.175,0.25,0.35,50,0.288,-0.0057,0.0001,1347
Thu Dec 14 2023,SPXW231214C04210000,0,0,392.9,398.9,0,0.2973,0.994,0.0001,0,4210.00,SPXW231214P04210000,0.35,-0.125,0.3,0.35,1,0.2814,-0.006,0.0001,189
Thu Dec 14 2023,SPXW231214C04220000,0,0,382.9,388.9,0,0.2858,0.9936,0.0001,0,4220.00,SPXW231214P04220000,0.5,0,0.3,0.4,0,0.2773,-0.0063,0.0001,38
Thu Dec 14 2023,SPXW231214C04225000,353.62,0,378,383.9,0,0.2859,0.9935,0.0001,4,4225.00,SPXW231214P04225000,0.54,0,0.3,0.4,0,0.2763,-0.0064,0.0001,125
Thu Dec 14 2023,SPXW231214C04230000,339.73,0,372.9,378.7,0,0.2821,0.9933,0.0001,2,4230.00,SPXW231214P04230000,0.42,-0.105,0.3,0.4,24,0.273,-0.0066,0.0001,28
Thu Dec 14 2023,SPXW231214C04240000,326.05,0,363,368.9,0,0.2782,0.993,0.0001,1,4240.00,SPXW231214P04240000,0.5,0,0.3,0.4,0,0.2663,-0.007,0.0001,64
Thu Dec 14 2023,SPXW231214C04250000,328.87,0,353,358.9,0,0.267,0.9926,0.0001,8,4250.00,SPXW231214P04250000,0.35,-0.225,0.3,0.4,63,0.2596,-0.0073,0.0001,376
Thu Dec 14 2023,SPXW231214C04260000,0,0,343.1,348.9,0,0.2663,0.9922,0.0001,0,4260.00,SPXW231214P04260000,0.6,0,0.35,0.4,0,0.2529,-0.0077,0.0001,19
Thu Dec 14 2023,SPXW231214C04270000,0,0,333.1,339,0,0.2587,0.9918,0.0001,0,4270.00,SPXW231214P04270000,0.64,0,0.35,0.45,0,0.2501,-0.0081,0.0001,11
Thu Dec 14 2023,SPXW231214C04275000,278.96,0,328,334,0,0.2517,0.9916,0.0002,1,4275.00,SPXW231214P04275000,0.67,0,0.35,0.45,0,0.2467,-0.0084,0.0002,204
Thu Dec 14 2023,SPXW231214C04280000,268.9,0,323.1,329,0,0.2512,0.9913,0.0002,1,4280.00,SPXW231214P04280000,0.65,0,0.35,0.45,0,0.2433,-0.0086,0.0002,135
Thu Dec 14 2023,SPXW231214C04290000,294.6,0,313.1,319,0,0.2466,0.9908,0.0002,6,4290.00,SPXW231214P04290000,0.42,-0.305,0.4,0.45,22,0.2365,-0.0091,0.0002,317
Thu Dec 14 2023,SPXW231214C04300000,279.54,0,303.1,309,0,0.2361,0.9902,0.0002,93,4300.00,SPXW231214P04300000,0.45,-0.325,0.4,0.5,601,0.2331,-0.0097,0.0002,2996
Thu Dec 14 2023,SPXW231214C04310000,271.6,0,293.1,299,0,0.2342,0.9896,0.0002,5,4310.00,SPXW231214P04310000,0.45,-0.375,0.4,0.5,6,0.2262,-0.0103,0.0002,68
Thu Dec 14 2023,SPXW231214C04315000,0,0,288.2,294.1,0,0.2277,0.9893,0.0002,0,4315.00,SPXW231214P04315000,0.45,0.45,0.4,0.5,92,0.2228,-0.0106,0.0002,0
Thu Dec 14 2023,SPXW231214C04320000,123.7,0,283.1,289.1,0,0.224,0.989,0.0002,79,4320.00,SPXW231214P04320000,0.45,-0.425,0.45,0.5,3,0.2193,-0.011,0.0002,54
Thu Dec 14 2023,SPXW231214C04325000,120.3,0,278.1,283.9,0,0.2202,0.9886,0.0002,32,4325.00,SPXW231214P04325000,0.5,-0.4,0.45,0.55,44,0.2188,-0.0113,0.0002,112
Thu Dec 14 2023,SPXW231214C04330000,93.9,0,273.2,279.1,0,0.2216,0.9882,0.0002,21,4330.00,SPXW231214P04330000,0.5,-0.425,0.45,0.55,38,0.2154,-0.0117,0.0002,346
